,premise,hypothesis,label
3282,તેની પાસે સરહદની બંને બાજુએ સંઘ હોવાનું જણાયું હતું.,સરહદની બંને બાજુએ તેમનો પ્રભાવ હતો.,0
3283,તેની પાસે સરહદની બંને બાજુએ સંઘ હોવાનું જણાયું હતું.,તેની પાસે માત્ર સરહદની એક તરફ સંઘો હતા.,2
3284,તેની પાસે સરહદની બંને બાજુએ સંઘ હોવાનું જણાયું હતું.,તે તમામ સંઘો દ્વારા પસંદ કરવામાં આવ્યો હતો.,1
3285,બેરૂત અને ઈરાનમાં હિઝબોલ્લાહ અધિકારીઓ સમાન સમયગાળા દરમિયાન એક જૂથના આગમનની અપેક્ષા રાખતા હતા.,એક અનામી ટિપસ્ટરે હિઝબુલ્લાના અધિકારીઓને જૂથના આગમન વિશે સૂચના આપી હતી.,1
3286,બેરૂત અને ઈરાનમાં હિઝબોલ્લાહ અધિકારીઓ સમાન સમયગાળા દરમિયાન એક જૂથના આગમનની અપેક્ષા રાખતા હતા.,"જૂથ મધ્યરાત્રિએ પહોંચવામાં સક્ષમ હતું, કારણ કે કોઈને તેમના આગમનની અપેક્ષા નહોતી.",2
3287,બેરૂત અને ઈરાનમાં હિઝબોલ્લાહ અધિકારીઓ સમાન સમયગાળા દરમિયાન એક જૂથના આગમનની અપેક્ષા રાખતા હતા.,બેરૂત અને ઈરાનમાં સત્તાવાળાઓ દ્વારા જૂથના આગમનની અપેક્ષા રાખવામાં આવી હતી.,0
3288,વૉચલિસ્ટમાં ઓળખ ન આવે તે માટે આતંકવાદીઓ દ્વારા ખોટી ઓળખનો ઉપયોગ કરવામાં આવે છે.,નકલી ID બનાવવા માટે આતંકવાદીઓને માત્ર $25નો ખર્ચ થાય છે.,1
3289,વૉચલિસ્ટમાં ઓળખ ન આવે તે માટે આતંકવાદીઓ દ્વારા ખોટી ઓળખનો ઉપયોગ કરવામાં આવે છે.,આતંકવાદીઓ હંમેશા પોતાની ઓળખ છુપાવવા માટે સર્જિકલ ઈમ્પ્લાન્ટનો ઉપયોગ કરે છે.,2
3290,વૉચલિસ્ટમાં ઓળખ ન આવે તે માટે આતંકવાદીઓ દ્વારા ખોટી ઓળખનો ઉપયોગ કરવામાં આવે છે.,તપાસ ટાળવા માટે આતંકવાદીઓ નકલી ઓળખ બનાવે છે.,0
3291,સપ્ટેમ્બર 11 ના રોજ FDNY અને NYPD વચ્ચે સંકલનના અભાવે આપત્તિજનક અસર કરી હતી કે કેમ તે વિવાદનો વિષય રહ્યો છે.,FDNY અને NYPD એ 11 સપ્ટેમ્બરના રોજ સંપૂર્ણ રીતે સંકલન કર્યું.,2
3292,સપ્ટેમ્બર 11 ના રોજ FDNY અને NYPD વચ્ચે સંકલનના અભાવે આપત્તિજનક અસર કરી હતી કે કેમ તે વિવાદનો વિષય રહ્યો છે.,સંકલનના અભાવ માટે NYPD જવાબદાર હતું.,1
3293,સપ્ટેમ્બર 11 ના રોજ FDNY અને NYPD વચ્ચે સંકલનના અભાવે આપત્તિજનક અસર કરી હતી કે કેમ તે વિવાદનો વિષય રહ્યો છે.,11 સપ્ટેમ્બરના રોજ FDNY અને NYPD વચ્ચે સંકલનનો અભાવ હતો.,0
3294,"નાઈટ્રોસેલ્યુલોઝ ધરાવતાં જેકેટ્સ મોકલીને કાર્ગો પ્લેન પર બોમ્બમારો કરવાની કેએસએમની વધારાની દરખાસ્તના સંદર્ભમાં, કેએસએમ જણાવે છે કે બિન લાદિને ઓપરેશનને બદલવામાં રસ દર્શાવ્યો હતો જેથી તે આત્મઘાતી ઓપરેટિવને સામેલ કરે.","KSM અનુસાર, બિન લાદિન આત્મઘાતી ઓપરેટિવનો ઉપયોગ કરવા માંગતો હતો.",0
3295,"નાઈટ્રોસેલ્યુલોઝ ધરાવતાં જેકેટ્સ મોકલીને કાર્ગો પ્લેન પર બોમ્બમારો કરવાની કેએસએમની વધારાની દરખાસ્તના સંદર્ભમાં, કેએસએમ જણાવે છે કે બિન લાદિને ઓપરેશનને બદલવામાં રસ દર્શાવ્યો હતો જેથી તે આત્મઘાતી ઓપરેટિવને સામેલ કરે.",કેએસએમ આત્મઘાતી બોમ્બરનો ઉપયોગ કરવાના બિન લાદિનના સૂચન સાથે અસંમત હતા.,1
3296,"નાઈટ્રોસેલ્યુલોઝ ધરાવતાં જેકેટ્સ મોકલીને કાર્ગો પ્લેન પર બોમ્બમારો કરવાની કેએસએમની વધારાની દરખાસ્તના સંદર્ભમાં, કેએસએમ જણાવે છે કે બિન લાદિને ઓપરેશનને બદલવામાં રસ દર્શાવ્યો હતો જેથી તે આત્મઘાતી ઓપરેટિવને સામેલ કરે.","કેએસએમ મૂળ રીતે આત્મઘાતી ઓપરેટિવનો ઉપયોગ કરવા માંગતો હતો, પરંતુ બિન લાદિને તેમનો વિચાર બદલી નાખ્યો.",2
3297,"જ્યારે તેણે શહેરવ્યાપી SOD ચેનલનું નિરીક્ષણ કરવાનું ચાલુ રાખ્યું, જેનો NYPD હેલિકોપ્ટર ઉપયોગ કરી રહ્યા હતા, તેણે પોઈન્ટ-ટુ-પોઈન્ટ વ્યૂહાત્મક ચેનલનું પણ નિરીક્ષણ કર્યું કે જે ESU ટીમો ટાવર્સમાં ચડશે.",NYPD હેલિકોપ્ટર SOD ચેનલનો ઉપયોગ કરી રહ્યા હતા.,0
